PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
368,1,2,663,1,36,0,0,644,8.05,115,2
369,1,0,92,1,29,0,0,3,26.55,71,2
370,1,2,810,0,31,1,0,476,16.1,147,2
371,1,1,491,0,51,1,0,627,26.0,147,2
374,1,0,143,0,10,1,2,33,120.0,47,2
376,1,1,688,0,24,2,3,237,18.75,147,2
380,1,1,344,0,54,1,1,571,26.25,147,2
383,1,1,679,0,29,0,0,116,13.0,147,2
384,1,2,402,1,31,0,0,499,8.1125,147,2
385,1,0,216,1,47,0,2,289,81.8583,10,2
386,1,1,529,0,9,0,1,162,19.5,147,2
387,1,0,735,1,39,0,0,45,26.55,147,2
388,1,2,55,0,60,2,1,194,19.2583,147,0
390,1,0,661,1,63,0,0,40,30.5,50,2
394,1,0,290,1,59,1,0,84,89.1042,86,0
396,1,2,392,1,31,0,0,379,7.8958,147,0
398,1,0,436,0,88,1,0,86,51.8625,97,2
399,1,1,815,0,61,0,0,572,10.5,147,2
402,1,0,21,1,58,0,0,96,26.55,117,2
412,1,2,54,0,2,2,1,194,19.2583,147,0
415,1,1,855,0,38,1,2,561,27.75,147,2
416,1,1,401,0,22,0,0,628,13.7917,90,0
423,1,2,365,0,17,0,1,251,12.2875,147,2
427,1,2,825,0,76,0,0,489,9.5875,147,2
428,1,0,89,1,26,1,0,64,91.0792,31,0
430,1,0,381,0,41,1,0,93,90.0,87,2
434,1,2,182,1,87,1,1,562,15.9,147,2
441,1,0,242,0,65,1,0,454,78.2667,96,0
451,1,0,501,0,13,0,0,0,86.5,42,2
453,1,1,670,0,38,0,2,180,26.0,147,2
454,1,0,106,1,88,0,0,10,26.55,147,2
457,1,2,455,1,27,0,0,80,56.4958,147,2
458,1,2,195,1,31,0,0,479,7.75,147,1
460,1,0,521,1,42,0,0,577,26.2875,121,2
461,1,0,705,0,65,1,0,599,59.4,147,0
464,1,1,472,0,39,0,0,560,10.5,142,2
466,1,1,35,0,42,1,0,110,26.0,147,2
469,1,0,651,0,33,0,0,67,93.5,39,2
472,1,0,364,0,53,0,1,7,57.9792,17,0
475,1,1,689,0,61,0,0,673,10.5,147,2
480,1,1,669,0,17,1,1,180,26.0,147,2
483,1,2,654,0,31,0,2,196,22.3583,147,0
485,1,1,341,0,80,0,2,571,26.25,147,2
487,1,0,461,0,33,0,0,614,106.425,147,0
490,1,0,266,0,21,0,2,75,49.5,27,0
491,1,0,188,0,42,0,2,680,71.0,20,2
494,1,1,73,1,36,1,0,233,26.0,147,2
497,1,1,74,0,16,1,0,233,26.0,147,2
498,1,1,622,1,44,0,0,631,13.8625,147,0
501,1,1,203,1,85,1,1,558,36.75,147,2
502,1,0,804,1,14,0,2,83,110.8833,77,0
505,1,2,463,1,21,0,0,171,7.225,147,0
506,1,2,609,0,21,0,0,335,7.775,147,2
508,1,0,228,0,58,1,0,57,39.6,2,0
510,1,0,800,0,46,1,1,1,79.65,134,2
512,1,2,885,0,42,1,0,300,17.4,147,2
523,1,2,416,1,36,0,0,415,7.8542,147,2
524,1,1,336,1,75,0,0,624,10.5,147,2
525,1,0,36,0,64,2,0,60,51.4792,48,2
526,1,0,251,1,42,0,0,578,26.3875,121,2
527,1,2,432,0,31,0,0,77,7.75,147,1
530,1,1,277,0,39,0,0,143,13.0,147,2
531,1,0,745,0,46,1,0,72,55.9,128,2
534,1,2,419,1,36,0,0,661,7.925,147,2
535,1,1,160,0,26,1,1,133,30.0,147,2
536,1,0,805,0,46,1,1,83,110.8833,75,0
540,1,0,798,0,15,0,2,1,79.65,135,2
542,1,0,267,1,73,1,1,74,79.2,29,0
547,1,0,783,0,63,1,0,454,78.2667,96,0
552,1,1,470,0,44,0,0,155,33.0,147,2
557,1,0,229,1,59,1,0,584,56.9292,4,0
558,1,1,391,0,24,2,1,142,27.0,147,2
562,1,0,374,1,41,0,0,9,26.55,147,0
565,1,0,199,1,28,0,0,50,30.5,147,2
566,1,1,458,0,21,1,2,634,41.5792,147,0
568,1,0,741,0,48,0,0,588,153.4625,57,2
571,1,2,568,0,31,1,0,444,15.5,147,1
574,1,1,357,0,24,1,2,106,65.0,147,2
577,1,1,77,0,47,2,1,114,39.0,144,2
581,1,0,439,1,51,1,0,56,52.5542,95,2
582,1,2,573,1,18,1,1,187,15.7417,147,0
587,1,0,490,0,20,0,0,71,77.9583,114,2
591,1,0,66,1,86,0,0,218,30.0,5,2
593,1,0,777,1,36,0,0,70,30.5,33,0
596,1,1,206,0,29,0,0,130,13.0,147,2
603,1,0,723,0,24,0,0,581,69.3,24,0
605,1,2,252,1,31,0,0,80,56.4958,147,2
606,1,2,53,0,2,2,1,194,19.2583,147,0
607,1,0,332,1,58,1,0,587,76.7292,101,0
609,1,0,747,1,68,0,0,69,35.5,7,0
612,1,2,780,0,22,0,0,567,7.55,147,2
614,1,1,218,0,15,0,1,117,23.0,147,2
616,1,2,606,0,31,0,0,277,7.8292,147,1
624,1,0,264,1,61,2,0,605,133.65,147,2
628,1,2,484,1,18,1,0,660,7.925,147,2
634,1,0,802,0,88,1,0,99,52.0,58,2
635,1,1,114,0,48,1,1,240,39.0,147,2
638,1,1,864,1,35,0,0,145,13.0,147,2
642,1,2,824,0,15,0,0,493,9.8417,147,2
645,1,0,137,1,42,0,1,608,512.3292,34,0
647,1,0,345,1,28,0,0,587,76.7292,109,0
656,1,0,498,0,12,0,1,141,211.3375,32,2
657,1,0,213,1,35,1,0,89,57.0,19,2
658,1,2,426,0,47,0,1,393,13.4167,147,0
659,1,2,452,1,31,0,0,80,56.4958,147,2
664,1,2,565,0,31,0,0,419,7.7333,147,1
669,1,0,45,0,15,1,0,610,227.525,73,0
670,1,0,743,1,41,0,0,579,26.2875,120,2
675,1,1,434,0,54,0,0,108,13.5,147,2
676,1,0,126,1,51,0,0,580,26.2875,120,2
677,1,0,163,0,21,0,0,37,151.55,147,2
679,1,2,561,1,31,1,1,189,15.2458,147,0
680,1,0,514,0,24,0,0,582,49.5042,84,0
682,1,0,801,1,58,1,0,99,52.0,58,2
686,1,0,241,0,45,0,0,610,227.525,66,0
687,1,1,822,0,28,0,0,293,10.5,116,2
691,1,1,331,0,72,0,1,155,33.0,147,2
695,1,0,151,1,28,1,0,51,53.1,137,2
697,1,1,677,0,33,3,0,252,21.0,147,2
698,1,2,507,0,31,0,0,451,7.7375,147,1
702,1,0,14,0,31,0,0,141,211.3375,32,2
709,1,0,476,1,41,0,0,608,512.3292,15,0
713,1,0,347,1,88,0,0,82,30.0,105,2
715,1,0,711,0,20,2,2,602,262.375,35,0
717,1,2,788,1,35,0,0,662,7.925,147,2
720,1,1,748,0,33,0,0,165,13.0,147,2
724,1,1,852,0,47,1,1,234,23.0,147,2
725,1,2,549,1,72,0,1,486,12.475,118,2
728,1,1,358,0,58,1,2,106,65.0,147,2
729,1,1,321,1,1,1,1,166,14.5,147,2
734,1,0,704,0,38,0,0,0,86.5,40,2
737,1,2,62,1,18,0,0,191,7.2292,147,0
738,1,0,146,0,42,1,2,33,120.0,47,2
740,1,0,369,0,62,1,0,71,77.9583,92,2
750,1,1,367,0,65,1,3,236,23.0,147,2
753,1,2,239,0,60,0,0,432,12.475,147,2
756,1,0,694,0,52,0,1,141,211.3375,22,2
757,1,2,50,0,9,0,0,208,7.2292,147,0
758,1,0,214,0,14,1,0,89,57.0,19,2
763,1,2,753,0,15,0,0,243,7.4958,147,2
765,1,2,208,1,5,1,2,548,20.575,147,2
774,1,0,462,0,59,0,0,87,25.9292,94,2
775,1,2,619,0,35,0,0,383,8.6833,147,2
781,1,1,174,0,35,1,1,556,26.25,147,2
782,1,0,142,1,7,1,2,33,120.0,47,2
783,1,2,807,1,0,0,1,174,8.5167,147,0
784,1,2,351,1,28,0,0,338,6.975,147,2
790,1,0,152,0,38,1,0,51,53.1,137,2
802,1,0,349,0,63,1,1,67,93.5,37,2
803,1,2,493,1,28,0,0,269,8.6625,147,2
805,1,2,550,0,28,0,1,486,12.475,118,2
809,1,1,503,1,5,0,2,618,37.0042,147,0
810,1,2,516,1,31,0,0,442,7.75,147,1
812,1,0,785,0,75,0,0,32,80.0,21,3
813,1,2,876,0,12,1,0,188,14.4542,147,0
814,1,1,686,1,3,1,1,237,18.75,147,2
818,1,0,175,0,46,1,1,609,83.1583,130,0
821,1,2,158,1,36,0,0,80,56.4958,147,2
823,1,0,508,1,88,0,0,62,29.7,68,0
826,1,0,734,0,33,0,0,47,31.0,147,0
834,1,0,291,0,88,1,0,84,89.1042,86,0
838,1,0,485,0,13,0,1,591,39.4,99,2
840,1,2,8,0,15,0,1,484,9.35,147,2
841,1,0,860,0,54,1,1,453,164.8667,147,2
842,1,0,196,1,62,0,0,23,26.55,119,2
843,1,2,56,0,24,0,3,194,19.2583,147,0
848,1,0,797,0,58,0,0,88,25.9292,94,2
851,1,1,122,0,51,0,0,126,13.0,147,2
852,1,1,230,0,28,1,0,632,13.8583,147,0
856,1,2,407,1,47,1,1,344,11.1333,147,2
858,1,0,79,0,57,1,1,54,52.5542,102,2
861,1,1,4,0,29,1,0,575,24.0,147,0
862,1,2,571,0,12,0,0,195,7.225,147,0
867,1,0,668,0,68,0,1,59,83.1583,70,0
868,1,1,739,0,26,0,1,115,26.0,147,2
875,1,0,303,0,16,0,0,14,30.0,30,2
878,1,0,81,1,27,0,0,8,30.0,60,0
